"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Common Name","Federal Noxious Status","State Noxious Status","Invasive","Federal T/E Status","State T/E Status"
"DIBR","","DIBR","Dichondra brachypoda","New Mexico ponysfoot","","","","",""
"DICA3","","DICA3","Dichondra carolinensis","Carolina ponysfoot","","","","",""
"DIDO3","","DIDO3","Dichondra donelliana","California ponysfoot","","","","",""
"DIMI","","DIMI","Dichondra micrantha","Asian ponysfoot","","","","",""
"DIOC2","","DIOC2","Dichondra occidentalis","western ponysfoot","","","","",""
"DIRE2","","DIRE2","Dichondra recurvata","oakwoods ponysfoot","","","","",""
"DISE8","","DISE8","Dichondra sericea","silverleaf ponysfoot","","","","",""
"DICHR3","","DICHR3","Dichromanthus","lady's tresses","","","","",""
"DICI3","","DICI3","Dichromanthus cinnabarinus","scarlet lady's tresses","","","","",""
"DICHR2","","DICHR2","Dichrostachys","dichrostachys","","","","",""
"DICI2","","DICI2","Dichrostachys cinerea","aroma","","HI(NW)","STATE","",""
"DICKS","","DICKS","Dicksonia","tree fern","","","","",""
"DIAN8","","DIAN8","Dicksonia antarctica","Australian treefern","","","","",""
"DISQ2","","DISQ2","Dicksonia squarrosa","hard treefern","","","","",""
"DICLI","","DICLI","Dicliptera","foldwing","","","","",""
"DIBR2","","DIBR2","Dicliptera brachiata","branched foldwing","","","","","IN(E)"
"DICH2","","DICH2","Dicliptera chinensis","Chinese foldwing","","","","",""
"DIKR","","DIKR","Dicliptera krugii","Krug's foldwing","","","","",""
"DIMA23","","DIMA23","Dicliptera martinicensis","Martinique foldwing","","","","",""
"DIRE4","","DIRE4","Dicliptera resupinata","Arizona foldwing","","","","",""
"DISE9","","DISE9","Dicliptera sexangularis","sixangle foldwing","","","","",""
"DICOR","","DICOR","Dicoria","twinbugs","","","","",""
"DICA4","","DICA4","Dicoria canescens","desert twinbugs","","","","",""
"DICAB","","DICAB","Dicoria canescens ssp. brandegeei","desert twinbugs","","","","",""
"DICAC2","","DICAC2","Dicoria canescens ssp. canescens","desert twinbugs","","","","",""
"DICAC","","DICAC","Dicoria canescens ssp. clarkiae","desert twinbugs","","","","",""
"DICAH","","DICAH","Dicoria canescens ssp. hispidula","desert twinbugs","","","","",""
"DICAW","","DICAW","Dicoria canescens ssp. wetherillii","desert twinbugs","","","","",""
"DICRA4","","DICRA4","Dicranella","dicranella moss","","","","",""
"DICE70","","DICE70","Dicranella cerviculata","dicranella moss","","","","",""
"DICR70","","DICR70","Dicranella crispa","dicranella moss","","","","",""
"DIGR70","","DIGR70","Dicranella grevilleana","Greville's dicranella moss","","","","",""
"DIHE70","","DIHE70","Dicranella heteromalla","dicranella moss","","","","",""
"DIHI8","","DIHI8","Dicranella hilariana","dicranella moss","","","","",""
"DIHO4","","DIHO4","Dicranella howei","Howe's dicranella moss","","","","",""
"DILI9","","DILI9","Dicranella lindigiana","Lindig's dicranella moss","","","","",""
"DIPA19","","DIPA19","Dicranella pacifica","Pacific dicranella moss","","","","",""
"DIPA20","","DIPA20","Dicranella palustris","dicranella moss","","","","",""
"DIRU70","","DIRU70","Dicranella rufescens","dicranella moss","","","","",""
"DISC8","","DISC8","Dicranella schreberiana","Schreber's dicranella moss","","","","",""
"DISCR","","DISCR","Dicranella schreberiana var. robusta","robust Schreber's dicranella moss","","","","",""
"DISCS","","DISCS","Dicranella schreberiana var. schreberiana","Schreber's dicranella moss","","","","",""
"DIST7","","DIST7","Dicranella stickinensis","sticky dicranella moss","","","","",""
"DISU70","","DISU70","Dicranella subulata","dicranella moss","","","","",""
"DIVA7","","DIVA7","Dicranella varia","dicranella moss","","","","",""
"DICRA","","DICRA","Dicranocarpus","dicranocarpus","","","","",""
"DIPA3","","DIPA3","Dicranocarpus parviflorus","pitchfork","","","","",""
"DICRA5","","DICRA5","Dicranodontium","dicranodontium moss","","","","",""
"DIAS5","","DIAS5","Dicranodontium asperulum","dicranodontium moss","","","","","KY(E)"
"DIDE6","","DIDE6","Dicranodontium denudatum","denuded dicranodontium moss","","","","",""
"DISU3","","DISU3","Dicranodontium subporodictyon","dicranodontium moss","","","","",""
"DIUN7","","DIUN7","Dicranodontium uncinatum","dicranodontium moss","","","","",""
"DICRA2","","DICRA2","Dicranopteris","forkedfern","","","","",""
"DIEM","","DIEM","Dicranopteris emarginata","uluhe","","","","",""
"DIEME","","DIEME","Dicranopteris emarginata var. emarginata","uluhe","","","","",""
"DIEMI","","DIEMI","Dicranopteris emarginata var. inaequalis","uluhe","","","","",""
"DIFL2","","DIFL2","Dicranopteris flexuosa","drooping forkedfern","","","","",""
"DILI","","DILI","Dicranopteris linearis","Old World forkedfern","","","","",""
"DILIF","","DILIF","Dicranopteris linearis var. ferruginea","Old World forkedfern","","","","",""
"DILIL","","DILIL","Dicranopteris linearis var. linearis","Old World forkedfern","","","","",""
"DILIM","","DILIM","Dicranopteris linearis var. maxima","Old World forkedfern","","","","",""
"DIPE3","","DIPE3","Dicranopteris pectinata","comb forkedfern","","","","",""
"DIRU2","","DIRU2","Dicranopteris rubiginosa","tropical forkedfern","","","","",""
"DICRA7","","DICRA7","Dicranoweisia","dicranoweisia moss","","","","",""
"DICI5","","DICI5","Dicranoweisia cirrata","dicranoweisia moss","","","","",""
"DICR71","","DICR71","Dicranoweisia crispula","dicranoweisia moss","","","","",""
"DICRA8","","DICRA8","Dicranum","dicranum moss","","","","",""
"DIAC70","","DIAC70","Dicranum acutifolium","acuteleaf dicranum moss","","","","",""
"DIAN70","","DIAN70","Dicranum angustum","dicranum moss","","","","",""
"DIBO70","","DIBO70","Dicranum bonjeanii","Bonjean's dicranum moss","","","","",""
"DIBR8","","DIBR8","Dicranum brevifolium","shortleaf dicranum moss","","","","",""
"DICO17","","DICO17","Dicranum condensatum","condensed dicranum moss","","","","",""
"DIEL70","","DIEL70","Dicranum elongatum","elongate dicranum moss","","","","",""
"DIFL6","","DIFL6","Dicranum flagellare","dicranum moss","","","","",""
"DIFR70","","DIFR70","Dicranum fragilifolium","fragile leaf dicranum moss","","","","",""
"DIFU3","","DIFU3","Dicranum fulvum","dicranum moss","","","","",""
"DIFU5","","DIFU5","Dicranum fuscescens","dicranum moss","","","","",""
"DIFUF2","","DIFUF2","Dicranum fuscescens var. flexicaule","dicranum moss","","","","",""
"DIFUF","","DIFUF","Dicranum fuscescens var. fuscescens","dicranum moss","","","","",""
"DIGR71","","DIGR71","Dicranum groenlandicum","Greenland dicranum moss","","","","",""
"DIHO5","","DIHO5","Dicranum howellii","Howell's dicranum moss","","","","",""
"DILA19","","DILA19","Dicranum latifolium","wideleaf dicranum moss","","","","",""
"DILE6","","DILE6","Dicranum leioneuron","dicranum moss","","","","",""
"DIMA18","","DIMA18","Dicranum majus","dicranum moss","","","","",""
"DIMAM","","DIMAM","Dicranum majus var. majus","dicranum moss","","","","",""
"DIMAO","","DIMAO","Dicranum majus var. orthophyllum","dicranum moss","","","","",""
"DIMO6","","DIMO6","Dicranum montanum","montane dicranum moss","","","","",""
"DIMU70","","DIMU70","Dicranum muehlenbeckii","Muehlenbeck's dicranum moss","","","","",""
"DION","","DION","Dicranum ontariense","Ontario dicranum moss","","","","",""
"DIPA21","","DIPA21","Dicranum pallidisetum","dicranum moss","","","","",""
"DIPO70","","DIPO70","Dicranum polysetum","dicranum moss","","","","",""
"DIRH","","DIRH","Dicranum rhabdocarpum","dicranum moss","","","","",""
"DISC71","","DISC71","Dicranum scoparium","dicranum moss","","","","",""
"DISP7","","DISP7","Dicranum spadiceum","dicranum moss","","","","",""
"DISP8","","DISP8","Dicranum spurium","dicranum moss","","","","",""
"DITA","","DITA","Dicranum tauricum","dicranum moss","","","","",""
"DIUN8","","DIUN8","Dicranum undulatum","undulate dicranum moss","","","","",""
"DIVI12","","DIVI12","Dicranum viride","dicranum moss","","","","",""
"DICTA","","DICTA","Dictamnus","dictamnus","","","","",""
"DIAL4","","DIAL4","Dictamnus albus","gasplant","","","","",""
"DICTY","","DICTY","Dictyonema","dictyonema lichen","","","","",""
"DIGL6","","DIGL6","Dictyonema glabratum","dictyonema lichen","","","","",""
"DIMO10","","DIMO10","Dictyonema moorei","","","","","",""
"DISE15","","DISE15","Dictyonema sericeum","dictyonema lichen","","","","",""
"DIDIP","","DIDIP","Didiplis","didiplis","","","","",""
"DIDI","","DIDI","Didiplis diandra","waterpurslane","","","","","IN(R)KY(SC)TN(T)"
"DIDYM2","","DIDYM2","Didymodon","didymodon moss","","","","",""
"DIAS70","","DIAS70","Didymodon asperifolius","didymodon moss","","","","",""
"DIFA7","","DIFA7","Didymodon fallax","didymodon moss","","","","",""
"DIFAF","","DIFAF","Didymodon fallax var. fallax","didymodon moss","","","","",""
"DIFAR70","","DIFAR70","Didymodon fallax var. reflexus","didymodon moss","","","","",""
"DIJO2","","DIJO2","Didymodon johansenii","Johansen's didymodon moss","","","","",""
"DILE7","","DILE7","Didymodon leskeoides","didymodon moss","","","","",""
"DIMA17","","DIMA17","Didymodon maximus","didymodon moss","","","","",""
"DIMI8","","DIMI8","Didymodon michiganensis","Michigan didymodon moss","","","","",""
"DINE4","","DINE4","Didymodon nevadensis","","","","","",""
"DINI4","","DINI4","Didymodon nigrescens","black didymodon moss","","","","",""
"DINO3","","DINO3","Didymodon norrisii","","","","","",""
"DIPE8","","DIPE8","Didymodon perobtusus","didymodon moss","","","","",""
"DIRE12","","DIRE12","Didymodon reedii","Reed's didymodon moss","","","","",""
"DIRE13","","DIRE13","Didymodon revolutus","revolute didymodon moss","","","","",""
"DIRI6","","DIRI6","Didymodon rigidulus","rigid didymodon moss","","","","",""
"DIRIG","","DIRIG","Didymodon rigidulus var. gracilis","rigid didymodon moss","","","","",""
"DIRII","","DIRII","Didymodon rigidulus var. icmadophilus","rigid didymodon moss","","","","",""
"DIRIR","","DIRIR","Didymodon rigidulus var. rigidulus","rigid didymodon moss","","","","",""
"DIRIS","","DIRIS","Didymodon rigidulus var. subulatus","rigid didymodon moss","","","","",""
"DISU4","","DISU4","Didymodon subandreaeoides","didymodon moss","","","","",""
"DITO4","","DITO4","Didymodon tophaceus","didymodon moss","","","","",""
"DIVI13","","DIVI13","Didymodon vinealis","didymodon moss","","","","",""
"DIVIB","","DIVIB","Didymodon vinealis var. brachyphyllus","didymodon moss","","","","",""
"DIVIF2","","DIVIF2","Didymodon vinealis var. flaccidus","didymodon moss","","","","",""
"DIVIL2","","DIVIL2","Didymodon vinealis var. luridus","didymodon moss","","","","",""
"DIVIN","","DIVIN","Didymodon vinealis var. nicholsonii","Nicholson's didymodon moss","","","","",""
"DIVIR","","DIVIR","Didymodon vinealis var. rubiginosus","didymodon moss","","","","",""
"DIVIV3","","DIVIV3","Didymodon vinealis var. vinealis","didymodon moss","","","","",""
"DIDYM3","","DIDYM3","Didymoplexis","","","","","",""
"DIFI4","","DIFI4","Didymoplexis fimbriata","","","","","",""
"DIMI10","","DIMI10","Didymoplexis micradenia","tinygland didymoplexis","","","","",""
"DIECT","","DIECT","Diectomis","foldedleaf grass","","","","",""
"DIFA2","","DIFA2","Diectomis fastigiata","foldedleaf grass","","","","",""
"DIEFF","","DIEFF","Dieffenbachia","dieffenbachia","","","","",""
"DISE7","","DISE7","Dieffenbachia seguine","dumbcane","","","","",""
"DIELL","","DIELL","Diellia","island spleenwort","","","","",""
"DILA24","","DILA24","Diellia ×lauii","island spleenwort","","","","",""
"DIER3","","DIER3","Diellia erecta","erect island spleenwort","","","","E",""
"DIFA","","DIFA","Diellia falcata","sickle island spleenwort","","","","E",""
"DILA7","","DILA7","Diellia laciniata","cutleaf island spleenwort","","","","",""
"DILE9","","DILE9","Diellia leucostegioides","necklace island spleenwort","","","","",""
"DIMA3","","DIMA3","Diellia mannii","Mann's island spleenwort","","","","",""
"DIPA25","","DIPA25","Diellia pallida","pale island spleenwort","","","","E",""
"DIPU8","","DIPU8","Diellia pumila","","","","","",""
"DIUN3","","DIUN3","Diellia unisora","singlesorus island spleenwort","","","","E",""
"DIENI","","DIENI","Dienia","","","","","",""
"DIVO2","","DIVO2","Dienia volkensii","Volkens's dienia","","","","",""
"DIERV","","DIERV","Diervilla","bush honeysuckle","","","","",""
"DILO","","DILO","Diervilla lonicera","northern bush honeysuckle","","","","","IN(R)TN(T)"
"DIRI","","DIRI","Diervilla rivularis","mountain bush honeysuckle","","","","","TN ()"
"DISE","","DISE","Diervilla sessilifolia","southern bush honeysuckle","","","","",""
"DIETE","","DIETE","Dietes","dietes","","","","",""
"DIGR13","","DIGR13","Dietes grandiflora","wild iris","","","","",""
"DIIR","","DIIR","Dietes irioides","","","","","",""
"DIGER","","DIGER","Digera","false amaranth","","","","",""
"DIMU8","","DIMU8","Digera muricata","false amaranth","","","","",""
"DIGIT","","DIGIT","Digitalis","foxglove","","","","",""
"DIFE3","","DIFE3","Digitalis ferruginea","rusty foxglove","","","","",""
"DIGR4","","DIGR4","Digitalis grandiflora","yellow foxglove","","","","",""
"DILA3","","DILA3","Digitalis lanata","Grecian foxglove","","","","",""
"DILU","","DILU","Digitalis lutea","straw foxglove","","","","",""
"DIMA25","","DIMA25","Digitalis mariana","","","","","",""
"DIMAH","","DIMAH","Digitalis mariana ssp. heywoodii","","","","","",""
"DIPU","","DIPU","Digitalis purpurea","purple foxglove","","","WSWS","",""
"DIPUA2","","DIPUA2","Digitalis purpurea ssp. amandiana","","","","","",""
"DIPUP2","","DIPUP2","Digitalis purpurea ssp. purpurea","purple foxglove","","","","",""
"DIGIT2","","DIGIT2","Digitaria","crabgrass","","","","",""
"DIUM2","","DIUM2","Digitaria ×umfolozi","crabgrass","","","","",""
"DIAB","","DIAB","Digitaria abyssinica","African couchgrass","NW","","","",""
"DIAE3","","DIAE3","Digitaria aequiglumis","Argentinian crabgrass","","","","",""
"DIAR7","","DIAR7","Digitaria arenicola","sand crabgrass","","","","",""
"DIAR3","","DIAR3","Digitaria argillacea","tropical crabgrass","","","","",""
"DIAR15","","DIAR15","Digitaria argyrograpta","","","","","",""
"DIBI","","DIBI","Digitaria bicornis","Asian crabgrass","","","SWSS","",""
"DIBR12","","DIBR12","Digitaria brownii","","","","","",""
"DICA8","","DICA8","Digitaria californica","Arizona cottontop","","","","",""
"DICI","","DICI","Digitaria ciliaris","southern crabgrass","","","SWSS","",""
"DICO6","","DICO6","Digitaria cognata","fall witchgrass","","","","","PA(T)"
"DICR3","","DICR3","Digitaria cruciata","crabgrass","","","","",""
"DIDE8","","DIDE8","Digitaria debilis","","","","","",""
"DIDI19","","DIDI19","Digitaria diagonalis","","","","","",""
"DIDI16","","DIDI16","Digitaria didactyla","crabgrass","","","","",""
"DIDI20","","DIDI20","Digitaria divaricatissima","","","","","",""
"DIDI21","","DIDI21","Digitaria diversinervis","","","","","",""
"DIDO","","DIDO","Digitaria dolichophylla","Caribbean crabgrass","","","","","FL(T)"
"DIEG","","DIEG","Digitaria eggersii","Eggers' crabgrass","","","","",""
"DIER","","DIER","Digitaria eriantha","digitgrass","","","","",""
"DIERE","","DIERE","Digitaria eriantha ssp. eriantha","digitgrass","","","","",""
"DIERP","","DIERP","Digitaria eriantha ssp. pentzii","woolly fingergrass","","","","",""
"DIER8","","DIER8","Digitaria eriostachya","","","","","",""
"DIEX4","","DIEX4","Digitaria exilis","fonio","","","","",""
"DIFI","","DIFI","Digitaria filiformis","slender crabgrass","","","","","MI(PREX)NY(T)OH(PRX)"
"DIFL","","DIFL","Digitaria floridana","Florida crabgrass","","","","",""
"DIFU","","DIFU","Digitaria fuscescens","yellow crabgrass","","","","",""
"DIGA3","","DIGA3","Digitaria gaudichaudii","","","","","",""
"DIGA2","","DIGA2","Digitaria gazensis","","","","","",""
"DIGL7","","DIGL7","Digitaria glauca","","","","","",""
"DIGR","","DIGR","Digitaria gracillima","longleaf crabgrass","","","","",""
"DIHE7","","DIHE7","Digitaria herpocladus","","","","","",""
"DIHE","","DIHE","Digitaria heterantha","Asian crabgrass","","","","",""
"DIHI3","","DIHI3","Digitaria hitchcockii","shortleaf crabgrass","","","","",""
"DIHO","","DIHO","Digitaria horizontalis","Jamaican crabgrass","","","","",""
"DIIB2","","DIIB2","Digitaria iburua","black fonio","","","","",""
"DIIN2","","DIIN2","Digitaria insularis","sourgrass","","","","",""
"DIIS","","DIIS","Digitaria ischaemum","smooth crabgrass","","","NE&GP, SWSS","",""
"DILE11","","DILE11","Digitaria leptorrhachis","","","","","",""
"DILO2","","DILO2","Digitaria longiflora","Indian crabgrass","","","","",""
"DIMA16","","DIMA16","Digitaria macroglossa","","","","","",""
"DIMA27","","DIMA27","Digitaria mariannensis","","","","","",""
"DIMI3","","DIMI3","Digitaria milanjiana","Madagascar crabgrass","","","","",""
"DIMO12","","DIMO12","Digitaria monodactyla","","","","","",""
"DINA2","","DINA2","Digitaria natalensis","Natal crabgrass","","","","",""
"DINU","","DINU","Digitaria nuda","naked crabgrass","","","","",""
"DIPA4","","DIPA4","Digitaria panicea","millet crabgrass","","","","",""
"DIPA6","","DIPA6","Digitaria patens","Texas cottontop","","","","",""
"DIPA5","","DIPA5","Digitaria pauciflora","twospike crabgrass","","","","","FL(E)"
"DIPH4","","DIPH4","Digitaria phaeothrix","","","","","",""
"DIPU9","","DIPU9","Digitaria pubiflora","Carolina crabgrass","","","","",""
"DIRA5","","DIRA5","Digitaria radicosa","trailing crabgrass","","","","",""
"DISA","","DISA","Digitaria sanguinalis","hairy crabgrass","","","KY, N'EAST, NE&GP, SWSS, WSWS","",""
"DISE16","","DISE16","Digitaria seriata","crabgrass","","","","",""
"DISE3","","DISE3","Digitaria serotina","dwarf crabgrass","","","","",""
"DISE6","","DISE6","Digitaria setigera","East Indian crabgrass","","","","",""
"DISE17","","DISE17","Digitaria setivalva","crabgrass","","","","",""
"DISI2","","DISI2","Digitaria similis","roadside crabgrass","","","","",""
"DISI","","DISI","Digitaria simpsonii","Isle-of-Pines crabgrass","","","","",""
"DISM4","","DISM4","Digitaria smutsii","","","","","",""
"DIST","","DIST","Digitaria stenotaphrodes","","","","","",""
