"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents","Common Name","Category"
"CAXA3","","CAXA3","Caloplaca xanthostigmoidea","","Caloplaca","","xanthostigmoidea","","","","","","","","","","","(Rasanen) Zahlbr.","","","","","orange lichen","Lichen"
"CABR42","","CABR42","Campnospera brevipetiolata","","Campnospera","","brevipetiolata","","","","","","","","","","","Volkens","","","","","","Dicot"
"CACO64","","CACO64","Candelaria concolor","","Candelaria","","concolor","","","","","","","","","","","(Dicks.) Stein","","","","","lemon lichen","Lichen"
"CAFI11","","CAFI11","Candelaria fibrosa","","Candelaria","","fibrosa","","","","","","","","","","","(Fr.) Müll. Arg.","","","","","lemon lichen","Lichen"
"CAAN24","","CAAN24","Candelariella antennaria","","Candelariella","","antennaria","","","","","","","","","","","Rasanen","","","","","pussytoes eggyolk lichen","Lichen"
"CAAR37","","CAAR37","Candelariella arctica","","Candelariella","","arctica","","","","","","","","","","","(Körb.) R. Sant.","","","","","arctic eggyolk lichen","Lichen"
"CAAT60","","CAAT60","Candelariella athallina","","Candelariella","","athallina","","","","","","","","","","","(Wedd.) Du Rietz","","","","","eggyolk lichen","Lichen"
"CAAU60","","CAAU60","Candelariella aurella","","Candelariella","","aurella","","","","","","","","","","","(Hoffm.) Zahlbr.","","","","","eggyolk lichen","Lichen"
"CACA67","","CACA67","Candelariella canadensis","","Candelariella","","canadensis","","","","","","","","","","","H. Magn.","","","","","Canada eggyolk lichen","Lichen"
"CACI12","","CACI12","Candelariella citrina","","Candelariella","","citrina","","","","","","","","","","","de Lesd.","","","","","eggyolk lichen","Lichen"
"CACO77","","CACO77","Candelariella coralliza","","Candelariella","","coralliza","","","","","","","","","","","(Nyl.) H. Magn.","","","","","","Lichen"
"CADE23","","CADE23","Candelariella deflexa","","Candelariella","","deflexa","","","","","","","","","","","(Nyl.) Zahlbr.","","","","","deflexed eggyolk lichen","Lichen"
"CADI35","","CADI35","Candelariella dispersa","","Candelariella","","dispersa","","","","","","","","","","","(Rasanen) Hakul.","","","","","dispersed eggyolk lichen","Lichen"
"CAEF","","CAEF","Candelariella efflorescens","","Candelariella","","efflorescens","","","","","","","","","","","R.C. Harris & W.R. Buck","","","","","eggyolk lichen","Lichen"
"CAKU2","","CAKU2","Candelariella kuusamoensis","","Candelariella","","kuusamoensis","","","","","","","","","","","Rasanen","","","","","","Lichen"
"CALU22","","CALU22","Candelariella lutella","","Candelariella","","lutella","","","","","","","","","","","(Vain.) Rasanen","","","","","eggyolk lichen","Lichen"
"CAPL13","","CAPL13","Candelariella placodizans","","Candelariella","","placodizans","","","","","","","","","","","(Nyl.) H. Magn.","","","","","eggyolk lichen","Lichen"
"CAPL14","","CAPL14","Candelariella plumbea","","Candelariella","","plumbea","","","","","","","","","","","Poelt & Vezda","","","","","eggyolk lichen","Lichen"
"CARE21","","CARE21","Candelariella reflexa","","Candelariella","","reflexa","","","","","","","","","","","(Nyl.) Lettau","","","","","","Lichen"
"CARO30","","CARO30","Candelariella rosulans","","Candelariella","","rosulans","","","","","","","","","","","(Müll. Arg.) Zahlbr.","","","","","eggyolk lichen","Lichen"
"CASP23","","CASP23","Candelariella spraguei","","Candelariella","","spraguei","","","","","","","","","","","(Tuck.) Zahlbr.","","","","","Sprague's eggyolk lichen","Lichen"
"CAST44","","CAST44","Candelariella stenospora","","Candelariella","","stenospora","","","","","","","","","","","de Lesd.","","","","","eggyolk lichen","Lichen"
"CASU40","","CASU40","Candelariella subdeflexa","","Candelariella","","subdeflexa","","","","","","","","","","","(Nyl.) Lettau","","","","","eggyolk lichen","Lichen"
"CATE61","","CATE61","Candelariella terrigena","","Candelariella","","terrigena","","","","","","","","","","","Rasanen","","","","","eggyolk lichen","Lichen"
"CAVI60","","CAVI60","Candelariella vitellina","","Candelariella","","vitellina","","","","","","","","","","","(Hoffm.) Müll. Arg.","","","","","eggyolk lichen","Lichen"
"CAXA60","","CAXA60","Candelariella xanthostigma","","Candelariella","","xanthostigma","","","","","","","","","","","(Ach.) Lettau","","","","","eggyolk lichen","Lichen"
"CAME28","","CAME28","Candelina mexicana","","Candelina","","mexicana","","","","","","","","","","","(de Lesd.) Poelt","","","","","Mexican candelina lichen","Lichen"
"CASU41","","CASU41","Candelina submexicana","","Candelina","","submexicana","","","","","","","","","","","(de Lesd.) Poelt","","","","","candelina lichen","Lichen"
"CAAM26","","CAAM26","Canoparmelia amazonica","","Canoparmelia","","amazonica","","","","","","","","","","","(Nyl.) Elix & Hale","","","","","Amazon canoparmelia lichen","Lichen"
"CACA68","","CACA68","Canoparmelia caroliniana","","Canoparmelia","","caroliniana","","","","","","","","","","","(Nyl.) Elix & Hale","","","","","Carolina canoparmelia lichen","Lichen"
"CACR23","","CACR23","Canoparmelia crozalsiana","","Canoparmelia","","crozalsiana","","","","","","","","","","","(de Lesd.) Elix & Hale","","","","","canoparmelia lichen","Lichen"
"CACR24","","CACR24","Canoparmelia cryptochlorophaea","","Canoparmelia","","cryptochlorophaea","","","","","","","","","","","(Hale) Elix & Hale","","","","","canoparmelia lichen","Lichen"
"CAMA39","","CAMA39","Canoparmelia martinicana","","Canoparmelia","","martinicana","","","","","","","","","","","(Nyl.) Elix & Hale","","","","","canoparmelia lichen","Lichen"
"CASA25","","CASA25","Canoparmelia salacinifera","","Canoparmelia","","salacinifera","","","","","","","","","","","(Hale) Elix & Hale","","","","","canoparmelia lichen","Lichen"
"CATE22","","CATE22","Canoparmelia texana","","Canoparmelia","","texana","","","","","","","","","","","(Tuck.) Elix & Hale","","","","","Texan canoparmelia lichen","Lichen"
"CAAG4","","CAAG4","Carbonea aggregantula","","Carbonea","","aggregantula","","","","","","","","","","","(Müll. Arg.) Diederich & Triebel","","","","","","Lichen"
"CAAS13","","CAAS13","Carbonea assimilis","","Carbonea","","assimilis","","","","","","","","","","","(Körb.) Th. Fr.","","","","","","Lichen"
"CAAT21","","CAAT21","Carbonea atronivea","","Carbonea","","atronivea","","","","","","","","","","","(Arnold) Hertel","","","","","carbonea lichen","Lichen"
"CAIN48","","CAIN48","Carbonea intrusa","","Carbonea","","intrusa","","","","","","","","","","","(Th. Fr.) Rambold & Triebel","","","","","","Lichen"
"CALA75","","CALA75","Carbonea latypizodes","","Carbonea","","latypizodes","","","","","","","","","","","(Nyl.) Knoph & Rambold","","","","","","Lichen"
"CAVI19","","CAVI19","Carbonea vitellinaria","","Carbonea","","vitellinaria","","","","","","","","","","","(Nyl.) Hertel","","","","","carbonea lichen","Lichen"
"CAVO60","","CAVO60","Carbonea vorticosa","","Carbonea","","vorticosa","","","","","","","","","","","(Flörke) Hertel","","","","","carbonea lichen","Lichen"
"CAAC11","","CAAC11","Catapyrenium acarosporoides","","Catapyrenium","","acarosporoides","","","","","","","","","","","(Zahlbr.) J.W. Thomson","","","","","earth lichen","Lichen"
"CAAN30","","CAAN30","Catapyrenium andicola","","Catapyrenium","","andicola","","","","","","","","","","","Breuss","","","","","","Lichen"
"CACA69","","CACA69","Catapyrenium caeruleopulvinum","","Catapyrenium","","caeruleopulvinum","","","","","","","","","","","J.W. Thomson","","","","","earth lichen","Lichen"
"CACH37","","CACH37","Catapyrenium chilense","","Catapyrenium","","chilense","","","","","","","","","","","(Rasanen) Breuss","","","","","","Lichen"
"CACI13","","CACI13","Catapyrenium cinereum","","Catapyrenium","","cinereum","","","","","","","","","","","(Pers.) Körb.","","","","","earth lichen","Lichen"
"CACO65","","CACO65","Catapyrenium compactum","","Catapyrenium","","compactum","","","","","","","","","","","(A. Massal.) R. Sant.","","","","","compact earth lichen","Lichen"
"CACO78","","CACO78","Catapyrenium congestum","","Catapyrenium","","congestum","","","","","","","","","","","Breuss & McCune","","","","","","Lichen"
"CADA6","","CADA6","Catapyrenium daedaleum","","Catapyrenium","","daedaleum","","","","","","","","","","","(Krempelh.) Stein","","","","","earth lichen","Lichen"
"CAGL25","","CAGL25","Catapyrenium globosum","","Catapyrenium","","globosum","","","","","","","","","","","J.W. Thomson","","","","","globe earth lichen","Lichen"
"CAGR29","","CAGR29","Catapyrenium granulosum","","Catapyrenium","","granulosum","","","","","","","","","","","(de Lesd.) J.W. Thomson","","","","","granule earth lichen","Lichen"
"CAHE23","","CAHE23","Catapyrenium heppioides","","Catapyrenium","","heppioides","","","","","","","","","","","(Zahlbr.) J.W. Thomson","","","","","earth lichen","Lichen"
"CALA60","","CALA60","Catapyrenium lachneum","","Catapyrenium","","lachneum","","","","","","","","","","","(Ach.) R. Sant.","","","","","earth lichen","Lichen"
"CAMI40","","CAMI40","Catapyrenium michelii","","Catapyrenium","","michelii","","","","","","","","","","","(A. Massal.) R. Sant.","","","","","Michel's earth lichen","Lichen"
"CANO7","","CANO7","Catapyrenium norvegicum","","Catapyrenium","","norvegicum","","","","","","","","","","","Breuss","","","","","","Lichen"
"CAPL15","","CAPL15","Catapyrenium plumbeum","","Catapyrenium","","plumbeum","","","","","","","","","","","(de Lesd.) J.W. Thomson","","","","","earth lichen","Lichen"
"CAPO19","","CAPO19","Catapyrenium podolepis","","Catapyrenium","","podolepis","","","","","","","","","","","Breuss","","","","","","Lichen"
"CAPS11","","CAPS11","Catapyrenium psoromoides","","Catapyrenium","","psoromoides","","","","","","","","","","","(Borrer) R. Sant.","","","","","","Lichen"
"CARU21","","CARU21","Catapyrenium rufescens","","Catapyrenium","","rufescens","","","","","","","","","","","(Ach.) Breuss","","","","","","Lichen"
"CASC39","","CASC39","Catapyrenium schaereri","","Catapyrenium","","schaereri","","","","","","","","","","","(Fr.) R. Sant.","","","","","","Lichen"
"CASQ4","","CASQ4","Catapyrenium squamellum","","Catapyrenium","","squamellum","","","","","","","","","","","(Nyl.) J.W. Thomson","","","","","earth lichen","Lichen"
"CASQ5","","CASQ5","Catapyrenium squamulosum","","Catapyrenium","","squamulosum","","","","","","","","","","","(Ach.) Breuss","","","","","","Lichen"
"CATU11","","CATU11","Catapyrenium tuckermanii","","Catapyrenium","","tuckermanii","","","","","","","","","","","(Rav. ex Mont.) J.W. Thomson","","","","","Tuckerman's earth lichen","Lichen"
"CAUM6","","CAUM6","Catapyrenium umbrinum","","Catapyrenium","","umbrinum","","","","","","","","","","","Breuss","","","","","","Lichen"
"CAWA6","","CAWA6","Catapyrenium waltheri","","Catapyrenium","","waltheri","","","","","","","","","","","(Krempelh.) Körb.","","","","","","Lichen"
"CAZA2","","CAZA2","Catapyrenium zahlbruckneri","","Catapyrenium","","zahlbruckneri","","","","","","","","","","","(Hasse) J.W. Thomson","","","","","Zahlbruckner's earth lichen","Lichen"
"CACH28","","CACH28","Catillaria chalybeia","","Catillaria","","chalybeia","","","","","","","","","","","(Borrer) A. Massal.","","","","","catillaria lichen","Lichen"
"CACU15","","CACU15","Catillaria cupressi","","Catillaria","","cupressi","","","","","","","","","","","Zahlbr.","","","","","catillaria lichen","Lichen"
"CAEN5","","CAEN5","Catillaria endochroma","","Catillaria","","endochroma","","","","","","","","","","","(Fée) Zahlbr.","","","","","catillaria lichen","Lichen"
"CAFL33","","CAFL33","Catillaria flavens","","Catillaria","","flavens","","","","","","","","","","","(Willey) Fink","","","","","catillaria lichen","Lichen"
"CAFR18","","CAFR18","Catillaria franciscana","","Catillaria","","franciscana","","","","","","","","","","","(Tuck.) Herre","","","","","catillaria lichen","Lichen"
"CAGL26","","CAGL26","Catillaria glauconigrans","","Catillaria","","glauconigrans","","","","","","","","","","","(Tuck.) Hasse","","","","","catillaria lichen","Lichen"
"CAGL27","","CAGL27","Catillaria globulosa","","Catillaria","","globulosa","","","","","","","","","","","(Flörke) Th. Fr.","","","","","","Lichen"
"CAHE26","","CAHE26","Catillaria heeri","","Catillaria","","heeri","","","","","","","","","","","(Hepp) H. Olivier","","","","","","Lichen"
"CAJE4","","CAJE4","Catillaria jemtlandica","","Catillaria","","jemtlandica","","","","","","","","","","","Th. Fr. & Almq.","","","","","catillaria lichen","Lichen"
"CALE42","","CALE42","Catillaria lenticularis","","Catillaria","","lenticularis","","","","","","","","","","","(Ach.) Th. Fr.","","","","","catillaria lichen","Lichen"
"CALE43","","CALE43","Catillaria leptocheila","","Catillaria","","leptocheila","","","","","","","","","","","(Tuck.) Riddle","","","","","catillaria lichen","Lichen"
"CAMU20","","CAMU20","Catillaria muscicola","","Catillaria","","muscicola","","","","","","","","","","","Lynge","","","","","catillaria lichen","Lichen"
"CANI13","","CANI13","Catillaria nigroclavata","","Catillaria","","nigroclavata","","","","","","","","","","","(Nyl.) Schuler","","","","","catillaria lichen","Lichen"
"CASU42","","CASU42","Catillaria subnegans","","Catillaria","","subnegans","","","","","","","","","","","(Nyl.) Boistel","","","","","catillaria lichen","Lichen"
"CASU43","","CASU43","Catillaria subviridis","","Catillaria","","subviridis","","","","","","","","","","","(Nyl.) Zahlbr.","","","","","catillaria lichen","Lichen"
"CATE23","","CATE23","Catillaria terrena","","Catillaria","","terrena","","","","","","","","","","","(Willey) Zahlbr.","","","","","catillaria lichen","Lichen"
"CATR23","","CATR23","Catillaria tristis","","Catillaria","","tristis","","","","","","","","","","","(Müll. Arg.) Arnold","","","","","catillaria lichen","Lichen"
"CAAT22","","CAAT22","Catinaria atropurpurea","","Catinaria","","atropurpurea","","","","","","","","","","","(Schaerer) Vezda & Poelt","","","","","catinaria lichen","Lichen"
"CASU44","","CASU44","Catinaria subcorallina","","Catinaria","","subcorallina","","","","","","","","","","","(Zahlbr.) Brako","","","","","catinaria lichen","Lichen"
"CAWA5","","CAWA5","Catolechia wahlenbergii","","Catolechia","","wahlenbergii","","","","","","","","","","","(Ach.) Körb.","","","","","Wahlenberg's catolechia lichen","Lichen"
"CAHU60","","CAHU60","Cavernularia hultenii","","Cavernularia","","hultenii","","","","","","","","","","","Degel.","","","","","Hulten's pitted lichen","Lichen"
"CALO60","","CALO60","Cavernularia lophyrea","","Cavernularia","","lophyrea","","","","","","","","","","","(Ach.) Degel.","","","","","pitted lichen","Lichen"
"CEUM3","","CEUM3","Cecidonia umbonella","","Cecidonia","","umbonella","","","","","","","","","","","(Nyl.) Triebel & Rambold","","","","","cecidonia lichen","Lichen"
"CEAC5","","CEAC5","Celothelium aciculiferum","","Celothelium","","aciculiferum","","","","","","","","","","","(Nyl.) Vain.","","","","","","Lichen"
"CETE","","CETE","Celtis tenuifolia","","Celtis","","tenuifolia","","","","","","","","","","","Nutt.","","","","","dwarf hackberry","Dicot"
"CELE5","","CELE5","Cephalophysis leucospila","","Cephalophysis","","leucospila","","","","","","","","","","","(Anzi) R. Kilias & Scheid.","","","","","cephalophysis lichen","Lichen"
"CEDE14","","CEDE14","Cercidospora decolorella","","Cercidospora","","decolorella","","","","","","","","","","","(Nyl.) O.E. Erikss. & J.Z. Yue","","","","","","Lichen"
"CEEP2","","CEEP2","Cercidospora epicarpinea","","Cercidospora","","epicarpinea","","","","","","","","","","","(Nyl.) Grube & Hafellner","","","","","","Lichen"
"CEEP","","CEEP","Cercidospora epipolytropa","","Cercidospora","","epipolytropa","","","","","","","","","","","(Mudd) Arnold","","","","","cercidospora lichen","Lichen"
"CEUL","","CEUL","Cercidospora ulothii","","Cercidospora","","ulothii","","","","","","","","","","","Körb.","","","","","Uloth's cercidospora lichen","Lichen"
"CEAC3","","CEAC3","Cetraria aculeata","","Cetraria","","aculeata","","","","","","","","","","","(Schreb.) Fr.","","","","","","Lichen"
"CEAR7","","CEAR7","Cetraria arenaria","","Cetraria","","arenaria","","","","","","","","","","","Karnefelt","","","","","sandwort cetraria lichen","Lichen"
"CEER6","","CEER6","Cetraria ericetorum","","Cetraria","","ericetorum","","","","","","","","","","","Opiz","","","","","cetraria lichen","Lichen"
"CEIS60","","CEIS60","Cetraria islandica","","Cetraria","","islandica","","","","","","","","","","","(L.) Ach.","","","","","island cetraria lichen","Lichen"
"CEKA60","","CEKA60","Cetraria kamczatica","","Cetraria","","kamczatica","","","","","","","","","","","Savicz","","","","","Kamchatka cetraria lichen","Lichen"
