"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents","Common Name","Category","Genus","Family","Order","SubClass","Class","SubDivision","Division","SuperDivision","SubKingdom","Kingdom"
"KITH","","KITH","Kirschsteiniothelia thujina","","Kirschsteiniothelia","","thujina","","","","","","","","","","","(Peck) D. Hawksw.","","","","","kirschsteiniothelia lichen","Lichen","Kirschsteiniothelia","Pleosporaceae","Pleosporales","","Ascomycetes","","Ascomycota","","","Fungi"
"KLEIN","","KLEIN","Kleinhovia","","Kleinhovia","","","","","","","","","","","","","L.","","","","","kleinhovia","Dicot","Kleinhovia","Sterculiaceae","Malvales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KLEIN2","","KLEIN2","Kleinia","","Kleinia","","","","","","","","","","","","","Mill.","","","","","","Dicot","Kleinia","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KNAUT","","KNAUT","Knautia","","Knautia","","","","","","","","","","","","","L.","","","","","scabiosa","Dicot","Knautia","Dipsacaceae","Dipsacales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KNIPH","","KNIPH","Kniphofia","","Kniphofia","","","","","","","","","","","","","Moench","","","","","redhot poker","Monocot","Kniphofia","Liliaceae","Liliales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KOANO2","","KOANO2","Koanophyllon","","Koanophyllon","","","","","","","","","","","","","Arruda","","","","","thoroughwort","Dicot","Koanophyllon","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KOBRE","","KOBRE","Kobresia","","Kobresia","","","","","","","","","","","","","Willd.","","","","","bog sedge","Monocot","Kobresia","Cyperaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KOEBE","","KOEBE","Koeberlinia","","Koeberlinia","","","","","","","","","","","","","Zucc.","","","","","allthorn","Dicot","Koeberlinia","Capparaceae","Capparales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KOELE","","KOELE","Koeleria","","Koeleria","","","","","","","","","","","","","Pers.","","","","","Junegrass","Monocot","Koeleria","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KOELL","","KOELL","Koellensteinia","","Koellensteinia","","","","","","","","","","","","","Rchb. f.","","","","","koellensteinia","Monocot","Koellensteinia","Orchidaceae","Orchidales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KOELR","","KOELR","Koelreuteria","","Koelreuteria","","","","","","","","","","","","","Laxm.","","","","","koelreuteria","Dicot","Koelreuteria","Sapindaceae","Sapindales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KOENI","","KOENI","Koenigia","","Koenigia","","","","","","","","","","","","","L.","","","","","koenigia","Dicot","Koenigia","Polygonaceae","Polygonales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KOERB","","KOERB","Koerberia","","Koerberia","","","","","","","","","","","","","A. Massal.","","","","","koerberia lichen","Lichen","Koerberia","Placynthiaceae","Peltigerales","","Ascomycetes","","Ascomycota","","","Fungi"
"KOBI2","","KOBI2","Koerberia biformis","","Koerberia","","biformis","","","","","","","","","","","A. Massal.","","","","","koerberia lichen","Lichen","Koerberia","Placynthiaceae","Peltigerales","","Ascomycetes","","Ascomycota","","","Fungi"
"KOSO2","","KOSO2","Koerberia sonomensis","","Koerberia","","sonomensis","","","","","","","","","","","(Tuck.) Henssen","","","","","Sonoma koerberia lichen","Lichen","Koerberia","Placynthiaceae","Peltigerales","","Ascomycetes","","Ascomycota","","","Fungi"
"KOERB2","","KOERB2","Koerberiella","","Koerberiella","","","","","","","","","","","","","Stein","","","","","","Lichen","Koerberiella","Porpidiaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"KOWI","","KOWI","Koerberiella wimmeriana","","Koerberiella","","wimmeriana","","","","","","","","","","","(Körb.) Stein","","","","","","Lichen","Koerberiella","Porpidiaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","Fungi"
"KOHLE","","KOHLE","Kohleria","","Kohleria","","","","","","","","","","","","","Regel","","","","","kohleria","Dicot","Kohleria","Gesneriaceae","Scrophulariales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KOHLM","","KOHLM","Kohlmeyera","","Kohlmeyera","","","","","","","","","","","","","Schatz","","","","","kohlmeyera lichen","Lichen","Kohlmeyera","Mastodiaceae","Ascomycetes","","Ascomycetes","","Ascomycota","","","Fungi"
"KOCO3","","KOCO3","Kohlmeyera complicatula","","Kohlmeyera","","complicatula","","","","","","","","","","","(Nyl.) Schatz","","","","","kohlmeyera lichen","Lichen","Kohlmeyera","Mastodiaceae","Ascomycetes","","Ascomycetes","","Ascomycota","","","Fungi"
"KOKIA","","KOKIA","Kokia","","Kokia","","","","","","","","","","","","","Lewt.","","","","","treecotton","Dicot","Kokia","Malvaceae","Malvales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KOLKW","","KOLKW","Kolkwitzia","","Kolkwitzia","","","","","","","","","","","","","Graebn.","","","","","kolkwitzia","Dicot","Kolkwitzia","Caprifoliaceae","Dipsacales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KOPSI","","KOPSI","Kopsia","","Kopsia","","","","","","","","","","","","","Blume, nom. cons.","","","","","kopsia","","Kopsia","Apocynaceae","Gentianales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KORTH","","KORTH","Korthalsella","","Korthalsella","","","","","","","","","","","","","v. Tiegh.","","","","","korthal mistletoe","Dicot","Korthalsella","Viscaceae","Santalales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KOSTE","","KOSTE","Kosteletzkya","","Kosteletzkya","","","","","","","","","","","","","C. Presl","","","","","kosteletzkya","Dicot","Kosteletzkya","Malvaceae","Malvales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KRAME","","KRAME","Krameria","","Krameria","","","","","","","","","","","","","L.","","","","","ratany","Dicot","Krameria","Krameriaceae","Polygalales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KRAPO","","KRAPO","Krapovickasia","","Krapovickasia","","","","","","","","","","","","","Fryxell","","","","","krapovickasia","Dicot","Krapovickasia","Malvaceae","Malvales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KRASC","","KRASC","Krascheninnikovia","","Krascheninnikovia","","","","","","","","","","","","","Guldenstaedt","","","","","winterfat","Dicot","Krascheninnikovia","Chenopodiaceae","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KRIGI","","KRIGI","Krigia","","Krigia","","","","","","","","","","","","","Schreb.","","","","","dwarfdandelion","Dicot","Krigia","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KRUGI","","KRUGI","Krugiodendron","","Krugiodendron","","","","","","","","","","","","","Urb.","","","","","krugiodendron","Dicot","Krugiodendron","Rhamnaceae","Rhamnales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KUMLI","","KUMLI","Kumlienia","","Kumlienia","","","","","","","","","","","","","Greene","","","","","false buttercup","Dicot","Kumlienia","Ranunculaceae","Ranunculales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KUMME","","KUMME","Kummerowia","","Kummerowia","","","","","","","","","","","","","Schindl.","","","","","kummerowia","Dicot","Kummerowia","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KUNZE","","KUNZE","Kunzea","","Kunzea","","","","","","","","","","","","","Rchb.","","","","","kunzea","Dicot","Kunzea","Myrtaceae","Myrtales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KURZI","","KURZI","Kurzia","","Kurzia","","","","","","","","","","","","","G. Martens","","","","","","Liverwort","Kurzia","Lepidoziaceae","Jungermanniales","Jungermanniae","Hepaticopsida","Hepaticae","Hepaticophyta","","","Plantae"
"KYHOS","","KYHOS","Kyhosia","","Kyhosia","","","","","","","","","","","","","B.G. Baldw.","","","","","kyhosia","Dicot","Kyhosia","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"KYLLI2","","KYLLI2","Kyllinga","","Kyllinga","","","","","","","","","","","","","Rottb.","","","","","spikesedge","Monocot","Kyllinga","Cyperaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LABLA","","LABLA","Lablab","","Lablab","","","","","","","","","","","","","Adans.","","","","","lablab","Dicot","Lablab","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LABOR","","LABOR","Labordia","","Labordia","","","","","","","","","","","","","Gaudich.","","","","","labordia","Dicot","Labordia","Loganiaceae","Gentianales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LABUR","","LABUR","Laburnum","","Laburnum","","","","","","","","","","","","","Medik.","","","","","golden chain tree","Dicot","Laburnum","Fabaceae","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LACHE","","LACHE","Lachenalia","","Lachenalia","","","","","","","","","","","","","J. Jacq. ex Js. Murray","","","","","lachenalia","Monocot","Lachenalia","Liliaceae","Liliales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LACHN2","","LACHN2","Lachnanthes","","Lachnanthes","","","","","","","","","","","","","Elliott","","","","","lachnanthes","Monocot","Lachnanthes","Haemodoraceae","Liliales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LACHN","","LACHN","Lachnocaulon","","Lachnocaulon","","","","","","","","","","","","","Kunth","","","","","bogbutton","Monocot","Lachnocaulon","Eriocaulaceae","Eriocaulales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LACTU","","LACTU","Lactuca","","Lactuca","","","","","","","","","","","","","L.","","","","","lettuce","Dicot","Lactuca","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LAELI2","","LAELI2","Laelia","","Laelia","","","","","","","","","","","","","Lindl.","","","","","laelia","Monocot","Laelia","Orchidaceae","Orchidales","Liliidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LAENN","","LAENN","Laennecia","","Laennecia","","","","","","","","","","","","","Cass.","","","","","horseweed","Dicot","Laennecia","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LAETI","","LAETI","Laetia","","Laetia","","","","","","","","","","","","","Loefl. ex L.","","","","","laetia","Dicot","Laetia","Flacourtiaceae","Violales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LAEVI","","LAEVI","Laeviomyces","","Laeviomyces","","","","","","","","","","","","","D. Hawksw.","","","","","","Lichen","Laeviomyces","Uncertain Ascomycota Family","Uncertain Ascomycota Order","","Uncertain Ascomycota Class","","Ascomycota","","","Fungi"
"LAPE5","","LAPE5","Laeviomyces pertusariicola","","Laeviomyces","","pertusariicola","","","","","","","","","","","(Nyl.) D. Hawksw.","","","","","","Lichen","Laeviomyces","Uncertain Ascomycota Family","Uncertain Ascomycota Order","","Uncertain Ascomycota Class","","Ascomycota","","","Fungi"
"LAGAR","","LAGAR","Lagarosiphon","","Lagarosiphon","","","","","","","","","","","","","Harv.","","","","","oxygen-weed","Monocot","Lagarosiphon","Hydrocharitaceae","Hydrocharitales","Alismatidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LAGAS","","LAGAS","Lagascea","","Lagascea","","","","","","","","","","","","","Cav.","","","","","lagascea","Dicot","Lagascea","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LAGEN","","LAGEN","Lagenaria","","Lagenaria","","","","","","","","","","","","","Ser.","","","","","lagenaria","Dicot","Lagenaria","Cucurbitaceae","Violales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LAGEN2","","LAGEN2","Lagenocarpus","","Lagenocarpus","","","","","","","","","","","","","Nees","","","","","lagenocarpus","Monocot","Lagenocarpus","Cyperaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LAGER","","LAGER","Lagerstroemia","","Lagerstroemia","","","","","","","","","","","","","L.","","","","","lagerstroemia","Dicot","Lagerstroemia","Lythraceae","Myrtales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LAGET","","LAGET","Lagetta","","Lagetta","","","","","","","","","","","","","Juss.","","","","","lagetta","Dicot","Lagetta","Thymelaeaceae","Myrtales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LAGOP","","LAGOP","Lagophylla","","Lagophylla","","","","","","","","","","","","","Nutt.","","","","","hareleaf","Dicot","Lagophylla","Asteraceae","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LAGOT","","LAGOT","Lagotis","","Lagotis","","","","","","","","","","","","","Gaertn.","","","","","lagotis","Dicot","Lagotis","Scrophulariaceae","Scrophulariales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LAGUN3","","LAGUN3","Lagunaria","","Lagunaria","","","","","","","","","","","","","(DC.) Rchb.","","","","","cow itch tree","Dicot","Lagunaria","Malvaceae","Malvales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LAGUN2","","LAGUN2","Laguncularia","","Laguncularia","","","","","","","","","","","","","C.F. Gaertn.","","","","","laguncularia","Dicot","Laguncularia","Combretaceae","Myrtales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LAGUR","","LAGUR","Lagurus","","Lagurus","","","","","","","","","","","","","L.","","","","","harestail grass","Monocot","Lagurus","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LALLE","","LALLE","Lallemantia","","Lallemantia","","","","","","","","","","","","","Fisch. & C.A. Mey.","","","","","lallemantia","Dicot","Lallemantia","Lamiaceae","Lamiales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LAMAR","","LAMAR","Lamarckia","","Lamarckia","","","","","","","","","","","","","Moench","","","","","goldentop grass","Monocot","Lamarckia","Poaceae","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LAMIA","","LAMIA","Lamiastrum","","Lamiastrum","","","","","","","","","","","","","Heist. ex Fabr.","","","","","lamiastrum","Dicot","Lamiastrum","Lamiaceae","Lamiales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LAMIU","","LAMIU","Lamium","","Lamium","","","","","","","","","","","","","L.","","","","","deadnettle","Dicot","Lamium","Lamiaceae","Lamiales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LAMPR","","LAMPR","Lampranthus","","Lampranthus","","","","","","","","","","","","","N.E. Br.","","","","","lampranthus","Dicot","Lampranthus","Aizoaceae","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LAMPR2","","LAMPR2","Lamprocapnos","","Lamprocapnos","","","","","","","","","","","","","Endl.","","","","","bleeding heart","Dicot","Lamprocapnos","Fumariaceae","Papaverales","Magnoliidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LANDO","","LANDO","Landolphia","","Landolphia","","","","","","","","","","","","","P. Beauv.","","","","","landolphia","Dicot","Landolphia","Apocynaceae","Gentianales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LANDO2","","LANDO2","Landoltia","","Landoltia","","","","","","","","","","","","","D.H. Les & D.J. Crawford","","","","","duckmeat","Monocot","Landoltia","Lemnaceae","Arales","Arecidae","Liliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LANGL","","LANGL","Langloisia","","Langloisia","","","","","","","","","","","","","Greene","","","","","langloisia","Dicot","Langloisia","Polemoniaceae","Solanales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LANSI","","LANSI","Lansium","","Lansium","","","","","","","","","","","","","Corrêa","","","","","lansium","Dicot","Lansium","Meliaceae","Sapindales","Rosidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LANTA","","LANTA","Lantana","","Lantana","","","","","","","","","","","","","L.","","","","","lantana","Dicot","Lantana","Verbenaceae","Lamiales","Asteridae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
"LAPLA","","LAPLA","Laplacea","","Laplacea","","","","","","","","","","","","","Kunth","","","","","laplacea","Dicot","Laplacea","Theaceae","Theales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Spermatophyta","Tracheobionta","Plantae"
