"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents","Common Name","PLANTS Floristic Area","State and Province","Category","Genus","Family","Order","SubClass","Class","SubDivision","Division","SuperDivision","SubKingdom","Duration","Growth Habit","Native Status","Federal Noxious Status","State Noxious Status","Invasive","Federal T/E Status","State T/E Status","National Wetland Indicator Status","Image Gallery","Fact Sheets","Plant Guides","Characteristics Data","Active Growth Period","After Harvest Regrowth Rate","Bloat","C:N Ratio","Coppice Potential","Fall Conspicuous","Fire Resistance","Flower Color","Flower Conspicuous","Foliage Color","Foliage Porosity Summer","Foliage Porosity Winter","Foliage Texture","Fruit Color","Fruit Conspicuous","Growth Form","Growth Rate","Height at Base Age, Maximum (feet)","Height, Mature (feet)","Known Allelopath","Leaf Retention","Lifespan","Low Growing Grass","Nitrogen Fixation","Resprout Ability","Shape and Orientation","Toxicity","Adapted to Coarse Textured Soils","Adapted to Medium Textured Soils","Adapted to Fine Textured Soils","Anaerobic Tolerance","CaCO<SUB>3</SUB> Tolerance","Cold Stratification Required","Drought Tolerance","Fertility Requirement","Fire Tolerance","Frost Free Days, Minimum","Hedge Tolerance","Moisture Use","pH (Minimum)","pH (Maximum)","Planting Density per Acre, Minimum","Planting Density per Acre, Maximum","Precipitation (Minimum)","Precipitation (Maximum)","Root Depth, Minimum (inches)","Salinity Tolerance","Shade Tolerance","Temperature, Minimum (°F)","Bloom Period","Commercial Availability","Fruit/Seed Abundance","Fruit/Seed Period Begin","Fruit/Seed Period End","Fruit/Seed Persistence","Propogated by Bare Root","Propogated by Bulbs","Propogated by Container","Propogated by Corms","Propogated by Cuttings","Propogated by Seed","Propogated by Sod","Propogated by Sprigs","Propogated by Tubers","Seeds per Pound","Seed Spread Rate","Seedling Vigor","Small Grain","Vegetative Spread Rate","Berry/Nut/Seed Product","Christmas Tree Product","Fodder Product","Fuelwood Product","Lumber Product","Naval Store Product","Nursery Stock Product","Palatable Browse Animal","Palatable Graze Animal","Palatable Human","Post Product","Protein Potential","Pulpwood Product","Veneer Product"
"MEEP2","","MEEP2","Melaspilea epigena","","Melaspilea","","epigena","","","","","","","","","","","Müll. Arg.","","","","","","NA (L48)","","Lichen","Melaspilea","Melaspileaceae","Ascomycetes","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MELE4","","MELE4","Melaspilea lentiginosula","","Melaspilea","","lentiginosula","","","","","","","","","","","(Nyl.) A.L. Sm.","","","","","melaspilea lichen","NA (L48)","","Lichen","Melaspilea","Melaspileaceae","Ascomycetes","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEMA11","","MEMA11","Melaspilea maculosa","","Melaspilea","","maculosa","","","","","","","","","","","(Fr.) Müll. Arg.","","","","","melaspilea lichen","NA (L48)","","Lichen","Melaspilea","Melaspileaceae","Ascomycetes","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEME5","","MEME5","Melaspilea mesophlebia","","Melaspilea","","mesophlebia","","","","","","","","","","","Müll. Arg.","","","","","melaspilea lichen","NA (L48)","","Lichen","Melaspilea","Melaspileaceae","Ascomycetes","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEOC3","","MEOC3","Melaspilea octomera","","Melaspilea","","octomera","","","","","","","","","","","Müll. Arg.","","","","","melaspilea lichen","NA (L48)","","Lichen","Melaspilea","Melaspileaceae","Ascomycetes","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEPR6","","MEPR6","Melaspilea proximella","","Melaspilea","","proximella","","","","","","","","","","","(Nyl.) Nyl. ex Norrlin","","","","","melaspilea lichen","NA (L48)","","Lichen","Melaspilea","Melaspileaceae","Ascomycetes","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEST9","","MEST9","Melaspilea stellans","","Melaspilea","","stellans","","","","","","","","","","","Zahlbr.","","","","","melaspilea lichen","NA (L48)","","Lichen","Melaspilea","Melaspileaceae","Ascomycetes","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"METR15","","METR15","Melaspilea tribuloides","","Melaspilea","","tribuloides","","","","","","","","","","","(Tuck.) Müll. Arg.","","","","","","NA (L48)","","Lichen","Melaspilea","Melaspileaceae","Ascomycetes","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"METE7","","METE7","Menegazzia terebrata","","Menegazzia","","terebrata","","","","","","","","","","","(Hoffm.) A. Massal.","","","","","honeycombed lichen","NA (L48)","","Lichen","Menegazzia","Parmeliaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MECO13","","MECO13","Merismatium coccisporum","","Merismatium","","coccisporum","","","","","","","","","","","(Norman) Vouaux","","","","","merismatium lichen","NA (L48)","","Lichen","Merismatium","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDE12","","MEDE12","Merismatium decolorans","","Merismatium","","decolorans","","","","","","","","","","","(Rehm ex Arnold) Triebel","","","","","merismatium lichen","NA (L48)","","Lichen","Merismatium","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEME6","","MEME6","Metamelaena melambola","","Metamelaena","","melambola","","","","","","","","","","","(Tuck.) Henssen","","","","","metamelaena lichen","NA (L48)","","Lichen","Metamelaena","Lichinaceae","Lichinales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MIAS2","","MIAS2","Micarea assimilata","","Micarea","","assimilata","","","","","","","","","","","(Nyl.) Coppins","","","","","dot lichen","NA (L48)","","Lichen","Micarea","Micareaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MIBA6","","MIBA6","Micarea bauschiana","","Micarea","","bauschiana","","","","","","","","","","","(Körb.) V. Wirth & Vezda","","","","","Bausch's dot lichen","NA (L48)","","Lichen","Micarea","Micareaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MIBO4","","MIBO4","Micarea botryoides","","Micarea","","botryoides","","","","","","","","","","","(Nyl.) Coppins","","","","","","NA (L48)","","Lichen","Micarea","Micareaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MICH3","","MICH3","Micarea chlorostictica","","Micarea","","chlorostictica","","","","","","","","","","","(Tuck.) R.C. Harris","","","","","dot lichen","NA (L48)","","Lichen","Micarea","Micareaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MICI2","","MICI2","Micarea cinerea","","Micarea","","cinerea","","","","","","","","","","","(Schaerer) Hedl.","","","","","dot lichen","NA (L48)","","Lichen","Micarea","Micareaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MIDE13","","MIDE13","Micarea denigrata","","Micarea","","denigrata","","","","","","","","","","","(Fr.) Hedl.","","","","","dot lichen","NA (L48)","","Lichen","Micarea","Micareaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MIEL3","","MIEL3","Micarea elachista","","Micarea","","elachista","","","","","","","","","","","(Körb.) Coppins & R. Sant.","","","","","dot lichen","NA (L48)","","Lichen","Micarea","Micareaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MIEN","","MIEN","Micarea endocyanea","","Micarea","","endocyanea","","","","","","","","","","","(Tuck. ex Willey) R.C. Harris","","","","","dot lichen","NA (L48)","","Lichen","Micarea","Micareaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MIER2","","MIER2","Micarea erratica","","Micarea","","erratica","","","","","","","","","","","(Körb.) Hertel, Rambold & Pietschmann","","","","","erratic dot lichen","NA (L48)","","Lichen","Micarea","Micareaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MIGL11","","MIGL11","Micarea globulosella","","Micarea","","globulosella","","","","","","","","","","","(Nyl.) Coppins","","","","","globe dot lichen","NA (L48)","","Lichen","Micarea","Micareaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MIHE3","","MIHE3","Micarea hedlundii","","Micarea","","hedlundii","","","","","","","","","","","Coppins","","","","","Hedlund's dot lichen","NA (L48)","","Lichen","Micarea","Micareaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MIIN3","","MIIN3","Micarea incrassata","","Micarea","","incrassata","","","","","","","","","","","Hedl.","","","","","dot lichen","NA (L48)","","Lichen","Micarea","Micareaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MILI9","","MILI9","Micarea lignaria","","Micarea","","lignaria","","","","","","","","","","","(Ach.) Hedl.","","","","","dot lichen","NA (L48)","","Lichen","Micarea","Micareaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MILI10","","MILI10","Micarea lithinella","","Micarea","","lithinella","","","","","","","","","","","(Nyl.) Hedl.","","","","","dot lichen","NA (L48)","","Lichen","Micarea","Micareaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
