"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents","Common Name","Category","Genus","Family","Order","Class","Division","Kingdom"
"ARCAA","","ARCAA","Arenaria capillaris ssp. americana","","Arenaria","","capillaris","ssp.","","americana","","","","","","","","Poir.","Maguire","","","","fescue sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARCAC6","","ARCAC6","Arenaria capillaris ssp. capillaris","","Arenaria","","capillaris","ssp.","","capillaris","","","","","","","","Poir.","Poir.","","","","slender mountain sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARCI12","","ARCI12","Arenaria ciliata","","Arenaria","","ciliata","","","","","","","","","","","L. [excluded]","","","","","","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARCO5","","ARCO5","Arenaria congesta","","Arenaria","","congesta","","","","","","","","","","","Nutt.","","","","","ballhead sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARCOC","","ARCOC","Arenaria congesta var. cephaloidea","","Arenaria","","congesta","","","","var.","","cephaloidea","","","","","Nutt.","(Rydb.) Maguire","","","","sharptip sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARCOC2","","ARCOC2","Arenaria congesta var. charlestonensis","","Arenaria","","congesta","","","","var.","","charlestonensis","","","","","Nutt.","Maguire","","","","Charleston sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARCOC4","","ARCOC4","Arenaria congesta var. congesta","","Arenaria","","congesta","","","","var.","","congesta","","","","","Nutt.","Nutt.","","","","ballhead sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARCOC3","","ARCOC3","Arenaria congesta var. crassula","","Arenaria","","congesta","","","","var.","","crassula","","","","","Nutt.","Maguire","","","","ballhead sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARCOG","","ARCOG","Arenaria congesta var. glandulifera","","Arenaria","","congesta","","","","var.","","glandulifera","","","","","Nutt.","Maguire","","","","gland sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARCOL","","ARCOL","Arenaria congesta var. lithophila","","Arenaria","","congesta","","","","var.","","lithophila","","","","","Nutt.","(Rydb.) Maguire","","","","rock-loving sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARCOP","","ARCOP","Arenaria congesta var. prolifera","","Arenaria","","congesta","","","","var.","","prolifera","","","","","Nutt.","Maguire","","","","ballhead sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARCOS","","ARCOS","Arenaria congesta var. simulans","","Arenaria","","congesta","","","","var.","","simulans","","","","","Nutt.","Maguire","","","","ballhead sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARCOS2","","ARCOS2","Arenaria congesta var. subcongesta","","Arenaria","","congesta","","","","var.","","subcongesta","","","","","Nutt.","(S. Watson) S. Watson","","","","loosehead sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARCOS3","","ARCOS3","Arenaria congesta var. suffrutescens","","Arenaria","","congesta","","","","var.","","suffrutescens","","","","","Nutt.","(A. Gray) B.L. Rob.","","","","suffrutescent sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARCOW","","ARCOW","Arenaria congesta var. wheelerensis","","Arenaria","","congesta","","","","var.","","wheelerensis","","","","","Nutt.","Maguire","","","","Wheeler's sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"AREA","","AREA","Arenaria eastwoodiae","","Arenaria","","eastwoodiae","","","","","","","","","","","Rydb.","","","","","Eastwood's sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"AREAA","","AREAA","Arenaria eastwoodiae var. adenophora","","Arenaria","","eastwoodiae","","","","var.","","adenophora","","","","","Rydb.","Kearney & Peebles","","","","Eastwood's sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"AREAE","","AREAE","Arenaria eastwoodiae var. eastwoodiae","","Arenaria","","eastwoodiae","","","","var.","","eastwoodiae","","","","","Rydb.","Rydb.","","","","Eastwood's sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARFE3","","ARFE3","Arenaria fendleri","","Arenaria","","fendleri","","","","","","","","","","","A. Gray","","","","","Fendler's sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARFEB","","ARFEB","Arenaria fendleri var. brevifolia","","Arenaria","","fendleri","","","","var.","","brevifolia","","","","","A. Gray","(Maguire) Maguire","","","","Fendler's sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARFEF3","","ARFEF3","Arenaria fendleri var. fendleri","","Arenaria","","fendleri","","","","var.","","fendleri","","","","","A. Gray","A. Gray","","","","Fendler's sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARFEP","","ARFEP","Arenaria fendleri var. porteri","","Arenaria","","fendleri","","","","var.","","porteri","","","","","A. Gray","Rydb.","","","","Porter's sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARFET3","","ARFET3","Arenaria fendleri var. tweedyi","","Arenaria","","fendleri","","","","var.","","tweedyi","","","","","A. Gray","(Rydb.) Maguire","","","","Tweedy's sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARFR","","ARFR","Arenaria franklinii","","Arenaria","","franklinii","","","","","","","","","","","Douglas ex Hook.","","","","","Franklin's sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARFRF2","","ARFRF2","Arenaria franklinii var. franklinii","","Arenaria","","franklinii","","","","var.","","franklinii","","","","","Douglas ex Hook.","Douglas ex Hook.","","","","Franklin's sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARFRT","","ARFRT","Arenaria franklinii var. thompsonii","","Arenaria","","franklinii","","","","var.","","thompsonii","","","","","Douglas ex Hook.","M. Peck","","","","Thompson's sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARGO3","","ARGO3","Arenaria gothica","","Arenaria","","gothica","","","","","","","","","","","Fr.","","","","","","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARHO4","","ARHO4","Arenaria hookeri","","Arenaria","","hookeri","","","","","","","","","","","Nutt.","","","","","Hooker's sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARHOD","","ARHOD","Arenaria hookeri ssp. desertorum","","Arenaria","","hookeri","ssp.","","desertorum","","","","","","","","Nutt.","(Maguire) W.A. Weber","","","","Hooker's desert sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARHOH3","","ARHOH3","Arenaria hookeri ssp. hookeri","","Arenaria","","hookeri","ssp.","","hookeri","","","","","","","","Nutt.","Nutt.","","","","Hooker's sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARHOP","","ARHOP","Arenaria hookeri ssp. pinetorum","","Arenaria","","hookeri","ssp.","","pinetorum","","","","","","","","Nutt.","(A. Nelson) W.A. Weber","","","","Hooker's sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARHU4","","ARHU4","Arenaria humifusa","","Arenaria","","humifusa","","","","","","","","","","","Wahlenb.","","","","","low sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARKI","","ARKI","Arenaria kingii","","Arenaria","","kingii","","","","","","","","","","","(S. Watson) M.E. Jones","","","","","King's sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARKIC","","ARKIC","Arenaria kingii ssp. compacta","","Arenaria","","kingii","ssp.","","compacta","","","","","","","","(S. Watson) M.E. Jones","(Coville) Maguire","","","","King's compact sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARKIK","","ARKIK","Arenaria kingii ssp. kingii","","Arenaria","","kingii","ssp.","","kingii","","","","","","","","(S. Watson) M.E. Jones","(S. Watson) M.E. Jones","","","","King's sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARKIP","","ARKIP","Arenaria kingii ssp. plateauensis","","Arenaria","","kingii","ssp.","","plateauensis","","","","","","","","(S. Watson) M.E. Jones","Maguire","","","","King's plateau sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARKIR","","ARKIR","Arenaria kingii ssp. rosea","","Arenaria","","kingii","ssp.","","rosea","","","","","","","","(S. Watson) M.E. Jones","Maguire","","","","King's rosy sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARKIU2","","ARKIU2","Arenaria kingii ssp. uintahensis","","Arenaria","","kingii","ssp.","","uintahensis","","","","","","","","(S. Watson) M.E. Jones","(A. Nelson) Maguire","","","","Uinta sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARLA4","","ARLA4","Arenaria lanuginosa","","Arenaria","","lanuginosa","","","","","","","","","","","(Michx.) Rohrb.","","","","","spreading sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARLAL2","","ARLAL2","Arenaria lanuginosa ssp. lanuginosa","","Arenaria","","lanuginosa","ssp.","","lanuginosa","","","","","","","","(Michx.) Rohrb.","(Michx.) Rohrb.","","","","spreading sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARLAL3","","ARLAL3","Arenaria lanuginosa ssp. lanuginosa var. lanuginosa","","Arenaria","","lanuginosa","ssp.","","lanuginosa","var.","","lanuginosa","","","","","(Michx.) Rohrb.","(Michx.) Rohrb.","(Michx.) Rohrb.","","","spreading sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARLAL4","","ARLAL4","Arenaria lanuginosa ssp. lanuginosa var. longipedunculata","","Arenaria","","lanuginosa","ssp.","","lanuginosa","var.","","longipedunculata","","","","","(Michx.) Rohrb.","(Michx.) Rohrb.","Duncan","","","spreading sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARLAS","","ARLAS","Arenaria lanuginosa ssp. saxosa","","Arenaria","","lanuginosa","ssp.","","saxosa","","","","","","","","(Michx.) Rohrb.","(A. Gray) Maguire","","","","spreading sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARLI3","","ARLI3","Arenaria livermorensis","","Arenaria","","livermorensis","","","","","","","","","","","Correll","","","","","Livermore sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARLO","","ARLO","Arenaria longipedunculata","","Arenaria","","longipedunculata","","","","","","","","","","","Hultén","","","","","longstem sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARLU2","","ARLU2","Arenaria ludens","","Arenaria","","ludens","","","","","","","","","","","Shinners","","","","","Trans-Pecos sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARMA3","","ARMA3","Arenaria macradenia","","Arenaria","","macradenia","","","","","","","","","","","S. Watson","","","","","Mojave sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARMAF","","ARMAF","Arenaria macradenia ssp. ferrisiae","","Arenaria","","macradenia","ssp.","","ferrisiae","","","","","","","","S. Watson","Abrams","","","","Ferris' sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARMAM","","ARMAM","Arenaria macradenia ssp. macradenia","","Arenaria","","macradenia","ssp.","","macradenia","","","","","","","","S. Watson","S. Watson","","","","Mojave sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARMAA2","","ARMAA2","Arenaria macradenia ssp. macradenia var. arcuifolia","","Arenaria","","macradenia","ssp.","","macradenia","var.","","arcuifolia","","","","","S. Watson","S. Watson","Maguire","","","Mojave sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARMAK2","","ARMAK2","Arenaria macradenia ssp. macradenia var. kuschei","","Arenaria","","macradenia","ssp.","","macradenia","var.","","kuschei","","","","","S. Watson","S. Watson","(Eastw.) Maguire","","","Forest Camp sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARMAM4","","ARMAM4","Arenaria macradenia ssp. macradenia var. macradenia","","Arenaria","","macradenia","ssp.","","macradenia","var.","","macradenia","","","","","S. Watson","S. Watson","S. Watson","","","Mojave sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARMO10","","ARMO10","Arenaria montana","","Arenaria","","montana","","","","","","","","","","","L.","","","","","mountain sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARNO3","","ARNO3","Arenaria norvegica","","Arenaria","","norvegica","","","","","","","","","","","Gunnerus","","","","","","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARPA7","","ARPA7","Arenaria paludicola","","Arenaria","","paludicola","","","","","","","","","","","B.L. Rob.","","","","","marsh sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARPR13","","ARPR13","Arenaria procera","","Arenaria","","procera","","","","","","","","","","","Spreng.","","","","","","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARPRP2","","ARPRP2","Arenaria procera ssp. procera","","Arenaria","","procera","ssp.","","procera","","","","","","","","Spreng.","Spreng.","","","","","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARPS","","ARPS","Arenaria pseudofrigida","","Arenaria","","pseudofrigida","","","","","","","","","","","(Ostenf. & O.C. Dahl) Juz. ex Schischk. & Knorring","","","","","tundra sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARPU6","","ARPU6","Arenaria pumicola","","Arenaria","","pumicola","","","","","","","","","","","Coville & Leiberg","","","","","Crater Lake sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARSE2","","ARSE2","Arenaria serpyllifolia","","Arenaria","","serpyllifolia","","","","","","","","","","","L.","","","","","thymeleaf sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARST3","","ARST3","Arenaria stenomeres","","Arenaria","","stenomeres","","","","","","","","","","","Eastw.","","","","","Meadow Valley sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARUR","","ARUR","Arenaria ursina","","Arenaria","","ursina","","","","","","","","","","","B.L. Rob.","","","","","Bear Valley sandwort","Dicot","Arenaria","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"ARENG","","ARENG","Arenga","","Arenga","","","","","","","","","","","","","Labill.","","","","","arenga palm","Monocot","Arenga","Arecaceae","Arecales","Liliopsida","Magnoliophyta","Plantae"
"ARPI6","","ARPI6","Arenga pinnata","","Arenga","","pinnata","","","","","","","","","","","(Wurmb) Merr.","","","","","sugar palm","Monocot","Arenga","Arecaceae","Arecales","Liliopsida","Magnoliophyta","Plantae"
"ARPO15","","ARPO15","Arenga porphyrocarpa","","Arenga","","porphyrocarpa","","","","","","","","","","","(Blume ex Mart.) H.E. Moore","","","","","calappa palm","","Arenga","Arecaceae","Arecales","Liliopsida","Magnoliophyta","Plantae"
"ARETH","","ARETH","Arethusa","","Arethusa","","","","","","","","","","","","","L.","","","","","dragon's mouth","Monocot","Arethusa","Orchidaceae","Orchidales","Liliopsida","Magnoliophyta","Plantae"
"ARBU","","ARBU","Arethusa bulbosa","","Arethusa","","bulbosa","","","","","","","","","","","L.","","","","","dragon's mouth","Monocot","Arethusa","Orchidaceae","Orchidales","Liliopsida","Magnoliophyta","Plantae"
"ARGEM","","ARGEM","Argemone","","Argemone","","","","","","","","","","","","","L.","","","","","pricklypoppy","Dicot","Argemone","Papaveraceae","Papaverales","Magnoliopsida","Magnoliophyta","Plantae"
"ARAE","","ARAE","Argemone aenea","","Argemone","","aenea","","","","","","","","","","","G.B. Ownbey","","","","","golden pricklypoppy","Dicot","Argemone","Papaveraceae","Papaverales","Magnoliopsida","Magnoliophyta","Plantae"
"ARAL3","","ARAL3","Argemone albiflora","","Argemone","","albiflora","","","","","","","","","","","Hornem.","","","","","bluestem pricklypoppy","Dicot","Argemone","Papaveraceae","Papaverales","Magnoliopsida","Magnoliophyta","Plantae"
